costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
198 (157 - 247),202 (151 - 263),4 (-31 - 34),-8 (-20 - -2),-20 (-48 - -4),-504 (-1221 - -113),213 (129 - 312),9 (5 - 14),21 (12 - 32),525 (302 - 811),26 (9 - 47),5119 (1609 - 8979),305517 (96020 - 535865),129090 (40571 - 226418),176 (122 - 246),76 (22 - 146),20,NGA
