costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
385 (205 - 642),381 (195 - 656),-5 (-110 - 98),-10 (-27 - -1),-10 (-27 - -1),-606 (-1597 - -85),371 (-66 - 936),25 (-5 - 75),27 (-5 - 74),1586 (-284 - 4411),48 (-6 - 141),3438 (970 - 6596),202182 (55224 - 391113),205196 (57917 - 393644),130 (109 - 163),30 (9 - 63),24,NGA
