costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
218 (184 - 254),211 (174 - 254),-7 (-40 - 22),-41 (-69 - -19),-95 (-162 - -44),-2394 (-4080 - -1112),206 (153 - 266),13 (10 - 18),31 (22 - 42),781 (563 - 1054),99 (62 - 138),12702 (8873 - 16750),747283 (522562 - 984699),321265 (224366 - 423697),230 (179 - 296),130 (79 - 196),31,NGA
