costperATT.soc.mid,costperATT.int.mid,DcostperATT.mid,Ddeaths.mid,DLYL.mid,DLYL0.mid,Dcost.mid,attPC.mid,DcostperLYS0.mid,DcostperLYS.mid,Dcostperdeaths.mid,DcostperDATT.mid,DcostperDLYS0.mid,DcostperDLYS.mid,DcostperDdeaths.mid,perATT.DH.presumptive.cost.soc.mid,perATT.DH.evaluated.cost.soc.mid,perATT.DH.treated.cost.soc.mid,perATT.PHC.presumptive.cost.soc.mid,perATT.PHC.evaluated.cost.soc.mid,perATT.PHC.treated.cost.soc.mid,perATT.DH.presumptive.cost.int.mid,perATT.DH.evaluated.cost.int.mid,perATT.DH.treated.cost.int.mid,perATT.PHC.presumptive.cost.int.mid,perATT.PHC.evaluated.cost.int.mid,perATT.PHC.treated.cost.int.mid,costperATT.soc.lo,costperATT.int.lo,DcostperATT.lo,Ddeaths.lo,DLYL.lo,DLYL0.lo,Dcost.lo,attPC.lo,DcostperLYS0.lo,DcostperLYS.lo,Dcostperdeaths.lo,DcostperDATT.lo,DcostperDLYS0.lo,DcostperDLYS.lo,DcostperDdeaths.lo,perATT.DH.presumptive.cost.soc.lo,perATT.DH.evaluated.cost.soc.lo,perATT.DH.treated.cost.soc.lo,perATT.PHC.presumptive.cost.soc.lo,perATT.PHC.evaluated.cost.soc.lo,perATT.PHC.treated.cost.soc.lo,perATT.DH.presumptive.cost.int.lo,perATT.DH.evaluated.cost.int.lo,perATT.DH.treated.cost.int.lo,perATT.PHC.presumptive.cost.int.lo,perATT.PHC.evaluated.cost.int.lo,perATT.PHC.treated.cost.int.lo,costperATT.soc.hi,costperATT.int.hi,DcostperATT.hi,Ddeaths.hi,DLYL.hi,DLYL0.hi,Dcost.hi,attPC.hi,DcostperLYS0.hi,DcostperLYS.hi,Dcostperdeaths.hi,DcostperDATT.hi,DcostperDLYS0.hi,DcostperDLYS.hi,DcostperDdeaths.hi,perATT.DH.presumptive.cost.soc.hi,perATT.DH.evaluated.cost.soc.hi,perATT.DH.treated.cost.soc.hi,perATT.PHC.presumptive.cost.soc.hi,perATT.PHC.evaluated.cost.soc.hi,perATT.PHC.treated.cost.soc.hi,perATT.DH.presumptive.cost.int.hi,perATT.DH.evaluated.cost.int.hi,perATT.DH.treated.cost.int.hi,perATT.PHC.presumptive.cost.int.hi,perATT.PHC.evaluated.cost.int.hi,perATT.PHC.treated.cost.int.hi,ICER,iso3
212.449798692244,221.799110017106,9.3493113248611,-0.0704530933155346,-1.78197350537026,-4.14394718821827,62.6039861786963,171.531488250004,-14.262203061724,-33.2176260017559,-839.955202826474,242.719730030569,15.9089167937561,36.9471984806438,934.700486636035,0,14.524079566908,105.436339029236,0,7.9123509126305,77.1295057027016,0,4.45753704492193,38.305419128262,0,13.3177439979277,162.12264785945,177.19767003904,185.89295052368,-21.2981734943399,-0.121422812377004,-3.070495794374,-7.14939857464369,24.7392254218572,119.902734956578,-33.0679027951953,-77.0589573871507,-1948.23466313363,176.03257516846,10.8782830232119,25.3111460956182,640.143815098891,0,6.59948600409234,70.8627293055122,0,2.57644546721172,49.2470609814493,0,1.16526237395409,12.1973310412692,0,10.2270331414806,114.849031362247,250.954860506563,261.031295090642,31.8675843640923,-0.0208114191134853,-0.526447425456157,-1.22337715293457,105.804887026572,237.32023678489,-3.45497871650089,-8.04603260032265,-203.459143132895,332.735849433457,22.3404864500982,52.0218846539872,1315.51397541773,0,27.5429603748436,148.327845726406,0,17.4247446614306,111.256349650771,0,10.1728469065942,79.7653424249243,0,17.0318138989772,211.596291025764,35.1318277123813,NGA
