costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
422 (231 - 687),403 (203 - 681),-19 (-147 - 91),-20 (-66 - 0),-45 (-148 - 0),-1148 (-3768 - 2),351 (-194 - 1031),39 (-22 - 117),87 (-50 - 263),2203 (-1274 - 6694),24 (-9 - 86),1120 (153 - 2223),63818 (8715 - 126700),28503 (3892 - 56589),131 (103 - 171),31 (3 - 71),85,NGA
