costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
218 (182 - 257),222 (186 - 261),4 (-28 - 28),-15 (-36 - -3),-34 (-85 - -8),-864 (-2140 - -194),232 (171 - 305),15 (10 - 20),35 (24 - 48),871 (596 - 1205),62 (24 - 105),7452 (2436 - 12845),438444 (143197 - 756667),188460 (61636 - 324777),174 (122 - 241),74 (22 - 141),33,NGA
