costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
220 (179 - 267),222 (184 - 264),2 (-13 - 13),-1 (-4 - 1),-3 (-9 - 2),-79 (-233 - 43),200 (14 - 463),32 (-4 - 45),51 (-12 - 98),1045 (-303 - 2509),10 (-6 - 27),1111 (-780 - 3163),65395 (-45640 - 186187),28109 (-19738 - 79986),112 (91 - 136),12 (-9 - 36),35,NGA
