costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
385 (205 - 639),381 (193 - 655),-5 (-110 - 98),-10 (-27 - -1),-24 (-64 - -3),-614 (-1611 - -87),359 (-69 - 931),25 (-4 - 75),58 (-10 - 166),1462 (-248 - 4192),48 (-5 - 138),3539 (949 - 6623),208172 (53582 - 390473),89519 (23952 - 167456),130 (108 - 163),30 (8 - 63),54,NGA
