costperATT.soc,costperATT.int,DcostperATT,DcostperLYS0,DcostperLYS,Dcostperdeaths,DcostperDATT,DcostperDLYS0,DcostperDLYS,DcostperDdeaths,DcostPerOPD,DdeathsPer100kOPD,DLYS0Per100kOPD,DLYSPer100kOPD,attPC,DattPC,ICER,iso3
218 (182 - 257),222 (186 - 261),4 (-28 - 28),-14 (-33 - -3),-50 (-115 - -12),-839 (-1950 - -198),232 (171 - 305),15 (11 - 21),53 (37 - 73),902 (621 - 1230),62 (24 - 105),7200 (2315 - 12297),423530 (136133 - 722856),121583 (39093 - 207653),174 (122 - 241),74 (22 - 141),51,NGA
